employee_id,gender,ethnicity,age,disability_status,lgbtq_status,minority_status,veteran_status,division,manager,hire_year,performance_rating,salary,attrition
4552,Female,Asian,34,,,,,RD,No,2022,3.06,37636.72,False
4553,Female,Black,62,,,,,RD,No,2022,2.71,35521.86,False
4554,Female,White,35,,,,,Marketing,No,2020,4.09,66515.35,True
4555,Prefer not to say,Middle Eastern,34,,,,,Operations,No,2020,3.93,78075.58,False
4556,Male,White,45,,,,,IT,No,2023,4.47,67854.24,False
4557,Male,Asian,24,,,,,IT,Yes,2022,2.08,74036.27,False
4558,Male,White,39,,,,,RD,No,2021,4.35,63704.23,False
4559,Female,Asian,34,,,,,Marketing,No,2021,5.0,53144.96,False
4560,Female,White,52,,,,,Finance,No,2021,3.14,47145.01,False
4561,Prefer not to say,White,28,,,,,Operations,No,2020,5.0,41596.37,False
4562,Male,Latin,39,,,,,Marketing,No,2021,3.29,92819.93,False
4563,Male,White,30,,,,,Finance,No,2020,2.4,81969.49,False
4564,Female,Other,37,,,,,RD,No,2020,3.26,40583.33,False
4565,Male,White,43,,,,,HR,No,2023,4.34,67336.28,False
4566,Male,White,44,,,,,IT,No,2021,2.83,63499.31,False
4567,Male,White,43,,,,,IT,No,2021,3.02,60890.11,False
4568,Male,White,45,,,,,IT,No,2022,3.97,58864.73,False
4569,Female,White,45,,,,,Operations,No,2023,3.5,65061.51,False
4570,Male,White,65,,,,,HR,No,2022,3.97,77272.63,False
4571,Male,Middle Eastern,42,,,,,HR,No,2023,3.69,71035.87,False
4572,Female,White,26,,,,,IT,No,2021,3.88,58136.85,False
4573,Female,White,25,,,,,IT,No,2020,3.15,57630.27,False
4574,Male,Asian,45,,,,,RD,No,2020,3.69,71146.99,True
4575,Male,White,32,,,,,Marketing,No,2020,2.76,71951.67,False
4576,Female,White,28,,,,,IT,No,2020,4.53,60803.11,False
4577,Male,Asian,43,,,,,Marketing,No,2020,2.99,58015.33,False
4578,Male,Black,25,,,,,IT,No,2022,4.4,63161.15,False
4579,Prefer not to say,Asian,43,,,,,Finance,No,2023,3.31,52177.29,False
4580,Male,White,58,,,,,HR,Yes,2021,3.66,77323.08,False
4581,Transgender,White,27,,,,,Sales,No,2022,3.1,48862.12,False
4582,Male,White,28,,,,,IT,No,2023,2.69,58828.15,False
4583,Male,White,38,,,,,HR,No,2020,2.1,74166.59,False
4584,Female,White,39,,,,,IT,No,2023,2.66,44166.22,True
4585,Male,Other,26,,,,,HR,No,2023,3.24,41404.87,False
4586,Female,White,37,,,,,HR,Yes,2020,3.67,60670.47,False
4587,Male,White,35,,,,,Sales,No,2020,4.31,39553.13,False
4588,Male,White,53,,,,,HR,No,2020,3.14,45517.95,True
4589,Male,White,32,,,,,IT,No,2021,2.79,76348.91,False
4590,Male,Asian,31,,,,,Sales,No,2020,2.35,55735.4,False
4591,Female,Asian,65,,,,,Operations,No,2021,3.88,69785.75,False
4592,Male,White,59,,,,,Operations,No,2020,4.61,46927.78,False
4593,Male,White,37,,,,,IT,No,2021,4.51,63590.71,False
4594,Prefer not to say,White,33,,,,,IT,No,2023,4.07,70993.77,False
4595,Female,Prefer not to say,33,,,,,Operations,No,2022,4.01,43646.89,False
4596,Male,White,25,,,,,Finance,No,2023,4.86,80476.43,False
4597,Male,White,45,,,,,Operations,No,2023,3.77,72660.18,False
4598,Female,White,27,,,,,Sales,No,2020,4.02,37591.84,False
4599,Male,White,25,,,,,HR,No,2021,3.24,64433.87,False
4600,Male,White,44,,,,,Finance,No,2022,2.41,70789.35,False
4601,Male,White,38,,,,,IT,Yes,2020,2.95,56149.15,False
4602,Female,White,28,,,,,Operations,No,2020,3.49,39377.86,True
4603,Male,White,33,,,,,Sales,No,2020,3.55,69176.88,False
4604,Male,Asian,59,,,,,Sales,No,2023,5.0,88351.78,False
4605,Female,Asian,30,,,,,HR,Yes,2021,3.57,49013.66,True
4606,Male,White,26,,,,,Marketing,No,2021,4.44,88538.62,False
4607,Male,White,31,,,,,IT,No,2022,3.15,53715.67,False
4608,Female,White,30,,,,,Finance,No,2021,3.25,62774.53,False
4609,Male,White,44,,,,,Operations,No,2021,2.44,76572.84,False
4610,Male,White,31,,,,,Operations,No,2020,2.91,64873.8,False
4611,Male,Asian,27,,,,,HR,No,2020,3.92,54480.57,False
4612,Other,White,59,,,,,RD,No,2023,3.51,75891.91,False
4613,Male,White,31,,,,,HR,No,2020,4.25,93371.83,False
4614,Female,White,45,,,,,IT,No,2020,3.65,63948.1,False
4615,Female,White,43,,,,,IT,No,2020,3.22,52678.37,False
4616,Transgender,White,42,,,,,Sales,No,2020,5.0,62153.73,False
4617,Male,White,29,,,,,RD,No,2023,3.42,102795.61,False
4618,Female,White,59,,,,,Marketing,No,2020,4.43,61661.72,False
4619,Male,White,26,,,,,Marketing,No,2022,3.18,56083.79,False
4620,Male,White,37,,,,,Finance,No,2022,4.07,47823.98,False
4621,Male,White,44,,,,,IT,No,2022,4.24,37611.48,True
4622,Female,Asian,53,,,,,HR,No,2022,3.67,58335.72,False
4623,Female,White,38,,,,,HR,No,2020,1.62,68834.06,True
4624,Female,Prefer not to say,45,,,,,Marketing,No,2022,3.51,54325.59,True
4625,Female,Asian,41,,,,,Sales,No,2020,4.48,53634.07,False
4626,Male,White,27,,,,,Finance,No,2023,3.92,47443.07,False
4627,Male,White,42,,,,,IT,No,2022,3.86,66993.93,False
4628,Male,White,27,,,,,IT,No,2021,2.12,72222.43,False
4629,Male,Asian,42,,,,,Sales,No,2022,2.92,51275.28,False
4630,Male,White,28,,,,,IT,No,2022,3.83,90356.79,False
4631,Male,Asian,28,,,,,Operations,No,2020,3.83,47199.06,False
4632,Male,White,40,,,,,Sales,No,2022,4.47,69252.15,False
4633,Prefer not to say,White,38,,,,,HR,No,2021,3.38,77724.76,False
4634,Male,White,64,,,,,Sales,No,2020,3.82,63840.66,False
4635,Female,White,36,,,,,Sales,No,2020,3.51,57199.02,False
4636,Male,White,40,,,,,Operations,No,2023,2.71,43567.01,False
4637,Male,White,45,,,,,Sales,No,2023,1.7,85360.12,False
4638,Male,White,44,,,,,Sales,No,2022,3.84,62451.6,False
4639,Male,White,41,,,,,Sales,No,2023,3.64,73060.48,False
4640,Male,Black,26,,,,,IT,No,2023,3.01,67581.73,False
4641,Male,White,27,,,,,Marketing,Yes,2023,2.2,55575.52,False
4642,Female,White,61,,,,,Sales,No,2020,4.0,57074.11,False
4643,Female,Asian,37,,,,,Sales,No,2020,3.29,70394.27,False
4644,Female,Middle Eastern,42,,,,,Sales,No,2020,3.95,44382.67,True
4645,Male,Asian,44,,,,,Operations,No,2023,4.99,87226.89,False
4646,Transgender,White,57,,,,,Finance,Yes,2020,1.79,53826.91,False
4647,Male,Asian,64,,,,,Marketing,Yes,2023,2.94,42576.51,False
4648,Female,White,42,,,,,IT,Yes,2020,3.33,61625.86,False
4649,Male,White,46,,,,,HR,No,2020,4.66,98125.22,False
4650,Male,Asian,50,,,,,Sales,No,2021,2.19,32701.96,False
4651,Male,Asian,34,,,,,Sales,Yes,2022,5.0,56596.29,False
4652,Male,White,65,,,,,Sales,No,2023,3.61,72143.98,False
4653,Female,White,32,,,,,RD,No,2021,3.42,60264.37,True
4654,Male,Asian,40,,,,,IT,No,2020,3.34,63655.94,False
4655,Prefer not to say,White,41,,,,,Finance,No,2023,3.15,54229.5,False
4656,Female,White,28,,,,,HR,No,2020,4.34,51523.84,False
4657,Female,White,43,,,,,RD,No,2022,2.65,57751.77,True
4658,Male,White,55,,,,,Operations,No,2021,3.78,48051.68,False
4659,Female,Asian,35,,,,,Operations,No,2022,3.19,53264.99,True
4660,Female,Black,30,,,,,Marketing,No,2021,2.89,48991.78,False
4661,Other,White,36,,,,,IT,No,2020,5.0,57949.32,False
4662,Male,White,44,,,,,Operations,No,2022,3.84,69807.6,False
4663,Female,White,39,,,,,Sales,No,2022,3.99,34674.9,False
4664,Male,White,40,,,,,Operations,No,2020,4.41,61563.65,False
4665,Male,White,44,,,,,Finance,No,2022,2.36,99760.31,False
4666,Female,White,29,,,,,IT,Yes,2023,4.9,44811.69,False
4667,Male,White,45,,,,,Sales,Yes,2021,1.49,84282.51,False
4668,Female,Prefer not to say,39,,,,,RD,No,2021,2.88,60554.25,False
4669,Male,White,39,,,,,Operations,No,2021,3.13,55955.63,False
4670,Female,White,42,,,,,Sales,No,2023,3.97,41575.15,True
4671,Male,Asian,26,,,,,Finance,No,2021,3.67,60385.71,False
4672,Transgender,White,28,,,,,IT,No,2020,3.37,86800.96,False
4673,Male,White,61,,,,,IT,No,2022,3.49,59161.83,False
4674,Male,White,37,,,,,Operations,No,2023,2.72,63785.58,False
4675,Male,Middle Eastern,54,,,,,Sales,No,2021,2.3,80155.56,False
4676,Male,White,41,,,,,IT,No,2020,4.08,70113.06,False
4677,Female,White,54,,,,,Marketing,No,2022,4.05,38102.59,False
4678,Male,White,56,,,,,HR,No,2022,4.77,66483.31,False
4679,Male,White,31,,,,,Sales,No,2023,2.87,87683.52,False
4680,Female,Middle Eastern,41,,,,,Marketing,No,2023,4.05,59290.21,False
4681,Female,Asian,33,,,,,Finance,No,2023,3.27,19770.7,True
4682,Male,White,39,,,,,HR,No,2020,4.45,70823.22,True
4683,Male,Asian,55,,,,,IT,No,2020,4.32,55820.84,False
4684,Female,White,50,,,,,IT,Yes,2023,3.67,34558.5,False
4685,Male,White,39,,,,,Finance,No,2021,3.23,39811.88,False
4686,Male,Asian,26,,,,,Operations,No,2022,4.27,71663.95,False
4687,Female,Asian,35,,,,,Sales,No,2022,4.02,44723.81,False
4688,Male,White,32,,,,,Finance,No,2020,2.95,51387.55,False
4689,Female,White,43,,,,,RD,Yes,2022,2.44,59308.19,False
4690,Female,White,55,,,,,IT,Yes,2021,3.27,50910.0,False
4691,Female,White,30,,,,,Sales,No,2022,4.71,61180.67,False
4692,Male,Latin,51,,,,,IT,No,2020,4.42,61959.2,False
4693,Male,White,28,,,,,Marketing,No,2020,2.61,47000.07,False
4694,Female,Asian,34,,,,,Sales,No,2021,2.57,47470.92,False
4695,Male,White,39,,,,,HR,No,2021,4.52,71641.3,False
4696,Male,Latin,60,,,,,IT,No,2022,2.59,65628.77,True
4697,Male,Middle Eastern,29,,,,,Operations,No,2022,3.91,63770.86,False
4698,Female,White,31,,,,,Sales,No,2020,3.01,86535.9,False
4699,Prefer not to say,Asian,29,,,,,Sales,No,2021,4.79,68369.01,False
4700,Male,White,33,,,,,Operations,No,2021,2.88,77786.62,True
4701,Male,White,34,,,,,IT,No,2021,4.41,62510.47,False
4702,Female,White,40,,,,,HR,No,2022,3.65,62838.0,False
4703,Male,White,31,,,,,Operations,Yes,2021,3.7,58533.5,False
4704,Prefer not to say,Asian,29,,,,,Marketing,Yes,2020,1.92,68996.92,False
4705,Male,White,31,,,,,Sales,No,2020,1.74,63344.0,False
4706,Female,White,38,,,,,IT,No,2022,3.32,62868.81,False
4707,Male,White,27,,,,,RD,No,2023,3.7,67409.17,False
4708,Female,White,44,,,,,IT,No,2022,2.6,59549.3,False
4709,Male,White,39,,,,,Finance,No,2023,2.63,109072.82,True
4710,Male,White,45,,,,,IT,No,2021,3.95,55000.71,False
4711,Female,White,56,,,,,Sales,No,2022,3.95,50475.18,False
4712,Male,White,43,,,,,Sales,No,2020,3.39,75411.45,True
4713,Male,White,32,,,,,Sales,No,2021,4.12,56072.47,True
4714,Prefer not to say,White,43,,,,,RD,No,2020,2.56,60628.9,False
4715,Male,Black,42,,,,,Finance,No,2021,3.22,43833.45,False
4716,Female,White,43,,,,,Marketing,Yes,2022,4.82,66583.5,False
4717,Female,Black,63,,,,,Operations,No,2023,3.55,60082.87,False
4718,Male,White,43,,,,,Sales,No,2021,3.6,60272.12,True
4719,Male,White,27,,,,,Sales,No,2023,5.0,75722.25,False
4720,Male,White,33,,,,,Sales,No,2021,2.38,37128.12,False
4721,Male,White,37,,,,,Finance,No,2020,4.14,54397.2,False
4722,Male,Asian,40,,,,,RD,No,2020,4.83,56205.28,True
4723,Male,White,30,,,,,Marketing,No,2021,3.24,47415.76,False
4724,Female,White,37,,,,,HR,Yes,2023,4.19,35667.76,False
4725,Male,Asian,59,,,,,Operations,No,2022,2.71,54343.4,False
4726,Male,Latin,54,,,,,RD,No,2022,2.95,75410.3,False
4727,Male,White,33,,,,,Marketing,No,2020,3.81,84231.63,False
4728,Female,White,60,,,,,IT,No,2022,4.14,52247.43,False
4729,Male,Asian,38,,,,,Finance,No,2020,4.4,68398.41,True
4730,Male,Asian,37,,,,,Sales,No,2022,4.76,67093.32,False
4731,Male,Asian,40,,,,,Operations,No,2021,3.45,74951.21,False
4732,Prefer not to say,White,38,,,,,Marketing,No,2020,4.45,59747.13,False
4733,Male,White,31,,,,,HR,No,2020,3.23,38022.49,False
4734,Male,Asian,31,,,,,Finance,No,2021,4.22,59447.51,False
4735,Male,Black,52,,,,,Finance,No,2020,3.67,44813.78,False
4736,Female,White,31,,,,,Marketing,No,2022,3.86,49815.63,False
4737,Male,White,40,,,,,Operations,No,2022,3.84,60481.71,False
4738,Male,White,31,,,,,Marketing,No,2020,2.22,59916.09,False
4739,Male,Prefer not to say,30,,,,,Marketing,No,2022,2.6,67123.39,False
4740,Female,White,26,,,,,Sales,No,2023,3.58,69503.56,False
4741,Male,White,40,,,,,RD,No,2020,2.15,59483.97,True
4742,Male,White,40,,,,,Sales,No,2021,4.16,70935.46,False
4743,Male,White,30,,,,,Sales,No,2023,4.2,65222.24,False
4744,Female,White,31,,,,,HR,No,2020,3.76,72709.82,False
4745,Male,Asian,27,,,,,Sales,No,2021,2.6,55954.01,False
4746,Transgender,Other,38,,,,,IT,No,2022,4.6,63816.1,False
4747,Male,White,64,,,,,IT,No,2021,5.0,59383.99,False
4748,Male,White,25,,,,,Finance,Yes,2023,3.62,62566.27,False
4749,Female,White,32,,,,,Operations,No,2022,3.91,48987.86,False
4750,Female,White,35,,,,,IT,No,2020,3.66,47620.16,False
4751,Prefer not to say,White,41,,,,,IT,No,2022,3.92,76636.48,False
4752,Female,White,37,,,,,Operations,No,2020,3.4,44851.82,True
4753,Male,White,25,,,,,Sales,No,2020,3.47,60213.23,False
4754,Female,Asian,34,,,,,Marketing,No,2021,4.22,66430.56,False
4755,Male,White,43,,,,,IT,No,2021,5.0,59709.49,False
4756,Male,White,37,,,,,IT,No,2021,2.38,77431.11,True
4757,Male,White,33,,,,,Finance,No,2023,3.42,56134.31,False
4758,Female,White,37,,,,,HR,No,2023,2.56,45293.94,True
4759,Male,White,46,,,,,Operations,No,2021,4.77,41077.61,False
4760,Male,Asian,43,,,,,Sales,No,2023,3.03,76221.77,False
4761,Male,White,29,,,,,Finance,Yes,2022,2.35,47946.93,False
4762,Female,White,30,,,,,IT,No,2022,4.01,70111.17,False
4763,Male,White,26,,,,,Operations,No,2023,4.9,50000.79,True
4764,Female,White,26,,,,,Finance,No,2023,4.03,77979.9,False
4765,Female,Asian,62,,,,,IT,No,2022,3.66,81228.24,False
4766,Male,White,37,,,,,HR,No,2020,3.83,39702.05,True
4767,Male,Asian,40,,,,,IT,No,2022,4.63,43855.79,False
4768,Male,White,29,,,,,RD,No,2022,2.8,76596.98,False
4769,Female,Asian,40,,,,,Marketing,No,2023,3.41,60191.99,False
4770,Female,White,41,,,,,Marketing,No,2022,3.14,70521.52,False
4771,Female,White,29,,,,,Operations,No,2023,2.57,51882.17,False
4772,Male,White,55,,,,,Sales,No,2023,3.24,94813.01,False
4773,Male,White,31,,,,,Operations,No,2021,4.39,66770.74,False
4774,Male,Black,59,,,,,IT,No,2022,3.95,42071.01,True
4775,Female,Asian,35,,,,,IT,No,2020,4.02,50675.9,False
4776,Male,White,43,,,,,Sales,Yes,2021,3.62,46946.5,True
4777,Female,White,45,,,,,IT,Yes,2023,3.92,81754.99,False
4778,Male,White,31,,,,,Marketing,No,2023,2.86,55095.03,False
4779,Female,White,45,,,,,Marketing,No,2020,3.25,66596.27,False
4780,Male,White,30,,,,,Sales,No,2023,3.65,57939.9,True
4781,Female,Asian,39,,,,,Finance,No,2022,3.72,46176.89,True
4782,Female,Latin,55,,,,,Sales,No,2021,3.76,33438.49,True
4783,Male,White,28,,,,,Operations,No,2023,3.39,73972.62,False
4784,Female,White,40,,,,,HR,Yes,2023,3.2,77728.7,True
4785,Male,White,39,,,,,IT,No,2020,5.0,51260.49,False
4786,Male,White,42,,,,,IT,No,2022,4.23,41821.56,False
4787,Male,Middle Eastern,28,,,,,Sales,Yes,2023,3.83,77049.74,False
4788,Male,White,41,,,,,IT,No,2020,3.31,40306.38,False
4789,Female,White,27,,,,,Sales,No,2023,3.14,76629.55,False
4790,Female,White,38,,,,,Marketing,No,2020,3.4,47319.35,True
4791,Other,White,44,,,,,IT,No,2020,3.73,48450.61,False
4792,Male,White,46,,,,,IT,No,2022,2.0,68726.94,False
4793,Male,White,39,,,,,Finance,No,2023,2.24,49427.91,False
4794,Male,White,29,,,,,Marketing,No,2022,2.99,54393.33,True
4795,Male,White,32,,,,,Marketing,No,2020,3.67,70309.73,False
4796,Male,White,30,,,,,IT,No,2021,3.31,28563.31,False
4797,Male,White,27,,,,,Marketing,No,2023,4.68,89636.29,False
4798,Female,White,33,,,,,Finance,No,2021,2.31,60402.23,False
4799,Male,White,38,,,,,IT,No,2023,2.9,45605.51,False
4800,Male,White,43,,,,,Finance,No,2022,4.72,49741.32,False
4801,Female,Prefer not to say,42,,,,,RD,No,2022,3.6,73484.72,True
4802,Male,White,37,,,,,Operations,No,2022,4.21,74015.79,False
4803,Female,White,24,,,,,Sales,No,2022,5.0,78937.57,False
4804,Male,Asian,26,,,,,IT,No,2022,2.94,49282.97,False
4805,Male,White,57,,,,,Sales,No,2021,3.42,69448.76,True
4806,Male,White,32,,,,,Sales,No,2022,3.28,71398.52,False
4807,Male,Other,36,,,,,Operations,No,2020,1.94,75429.01,True
4808,Male,White,41,,,,,Marketing,No,2020,3.25,81909.22,False
4809,Male,White,26,,,,,Sales,No,2021,4.2,54241.04,False
4810,Male,White,38,,,,,Sales,No,2023,3.93,63287.45,False
4811,Female,White,60,,,,,HR,No,2020,4.0,51379.93,False
4812,Female,White,45,,,,,Sales,No,2023,3.2,59073.96,False
4813,Male,White,32,,,,,Sales,No,2021,2.98,75476.49,False
4814,Prefer not to say,White,29,,,,,Marketing,No,2023,4.52,40189.47,False
4815,Male,White,28,,,,,Finance,No,2023,3.1,81640.57,False
4816,Male,White,35,,,,,Operations,No,2023,3.74,47912.27,False
4817,Female,White,27,,,,,IT,No,2023,3.63,55558.29,False
4818,Male,White,31,,,,,Sales,No,2021,4.67,83659.13,False
4819,Male,White,44,,,,,Operations,No,2020,4.28,69920.15,False
4820,Female,White,64,,,,,Sales,No,2022,2.46,64485.51,False
4821,Male,White,48,,,,,Finance,No,2023,2.55,47290.61,False
4822,Male,Black,35,,,,,Finance,Yes,2020,3.96,44404.84,False
4823,Male,White,25,,,,,IT,No,2020,3.45,79118.85,False
4824,Female,White,35,,,,,Operations,No,2021,3.14,51669.82,False
4825,Male,White,38,,,,,IT,No,2020,4.31,57576.32,False
4826,Male,Asian,28,,,,,Finance,No,2021,3.65,71513.34,False
4827,Male,Asian,25,,,,,IT,No,2023,3.54,44326.17,False
4828,Male,White,48,,,,,Sales,No,2023,4.12,69038.53,False
4829,Male,Middle Eastern,27,,,,,HR,No,2022,3.2,65643.61,False
4830,Female,White,63,,,,,IT,No,2022,4.75,59762.94,False
4831,Female,Asian,60,,,,,Sales,No,2022,2.87,47381.03,False
4832,Male,Asian,46,,,,,Operations,No,2020,4.03,50671.96,False
4833,Male,White,30,,,,,Marketing,Yes,2023,4.65,48824.54,False
4834,Female,White,26,,,,,Marketing,No,2021,2.4,66460.78,False
4835,Female,Asian,46,,,,,Marketing,No,2022,3.23,45521.59,True
4836,Female,Asian,29,,,,,Marketing,No,2021,4.41,65851.81,False
4837,Female,White,26,,,,,IT,No,2021,4.43,56701.14,False
4838,Female,White,37,,,,,IT,No,2022,3.36,45193.38,False
4839,Male,Black,62,,,,,Sales,No,2023,2.91,55289.51,False
4840,Male,White,33,,,,,Finance,No,2022,4.26,58837.14,False
4841,Male,White,54,,,,,HR,No,2021,4.45,80136.55,False
4842,Male,White,42,,,,,Sales,No,2022,2.57,59465.0,False
4843,Female,White,57,,,,,Marketing,No,2021,2.54,55988.3,True
4844,Non-binary/non-conforming,White,34,,,,,Finance,No,2021,3.68,86173.2,False
4845,Male,Middle Eastern,36,,,,,IT,No,2022,4.0,72624.01,False
4846,Male,White,33,,,,,Finance,No,2020,3.26,89940.59,False
4847,Female,White,45,,,,,Marketing,Yes,2022,4.04,77174.82,False
4848,Non-binary/non-conforming,White,45,,,,,Sales,No,2020,2.93,51692.56,False
4849,Male,White,29,,,,,Marketing,No,2021,1.81,79849.26,False
4850,Female,White,44,,,,,Finance,No,2021,3.16,80849.19,False
4851,Male,Asian,29,,,,,HR,Yes,2020,3.55,79192.98,True
4852,Male,White,33,,,,,Sales,No,2021,3.28,79821.44,False
4853,Male,White,32,,,,,IT,No,2020,2.57,79512.84,False
4854,Female,White,29,,,,,Finance,No,2020,2.05,55623.28,False
4855,Male,White,31,,,,,IT,No,2021,3.09,52439.27,False
4856,Male,Asian,59,,,,,IT,No,2023,4.22,53745.07,False
4857,Female,White,34,,,,,Sales,No,2020,4.5,36825.91,False
4858,Female,White,31,,,,,IT,Yes,2022,4.45,78330.58,False
4859,Male,White,24,,,,,Finance,No,2022,2.85,60750.61,False
4860,Female,Black,58,,,,,Operations,Yes,2021,2.58,69858.33,False
4861,Female,Black,40,,,,,Sales,No,2023,3.9,38524.78,False
4862,Male,White,54,,,,,HR,No,2021,4.01,81239.37,False
4863,Male,White,42,,,,,Sales,No,2023,3.82,57576.79,False
4864,Female,White,34,,,,,Marketing,No,2020,1.89,42075.7,False
4865,Male,White,34,,,,,Finance,No,2020,2.81,89406.77,False
4866,Male,White,37,,,,,Operations,No,2020,3.48,81609.68,False
4867,Prefer not to say,White,31,,,,,Sales,No,2020,3.89,68176.89,False
4868,Male,White,36,,,,,Sales,No,2022,4.11,65509.07,False
4869,Female,White,38,,,,,Sales,No,2022,3.62,65865.24,False
4870,Female,White,32,,,,,Sales,No,2021,3.76,62485.87,False
4871,Male,White,34,,,,,HR,Yes,2023,3.57,53115.86,False
4872,Female,White,35,,,,,Marketing,No,2020,4.05,54113.68,False
4873,Male,Asian,30,,,,,IT,No,2020,3.75,84969.69,False
4874,Female,White,37,,,,,Sales,No,2023,3.55,96675.76,False
4875,Male,Latin,37,,,,,Sales,No,2023,3.29,88440.03,True
4876,Male,White,40,,,,,RD,No,2021,3.57,72173.36,False
4877,Male,White,60,,,,,IT,No,2023,3.89,59933.76,True
4878,Female,White,39,,,,,HR,No,2020,3.71,48785.03,False
4879,Female,White,48,,,,,Finance,No,2020,3.8,49694.5,False
4880,Female,White,58,,,,,Operations,No,2020,4.57,52164.91,False
4881,Male,White,56,,,,,RD,No,2020,3.71,97267.46,False
4882,Male,White,38,,,,,Sales,No,2020,2.98,92094.23,False
4883,Female,White,27,,,,,IT,No,2021,4.21,70098.64,False
4884,Male,Middle Eastern,24,,,,,Marketing,No,2020,2.41,50590.8,False
4885,Male,Black,31,,,,,Operations,No,2021,2.63,70556.26,False
4886,Male,White,41,,,,,Sales,No,2020,3.77,61420.74,False
4887,Male,White,25,,,,,IT,No,2022,3.91,32704.86,False
4888,Female,White,28,,,,,Sales,No,2022,2.5,63761.99,False
4889,Male,Asian,36,,,,,HR,No,2022,3.19,47134.17,False
4890,Female,White,43,,,,,HR,Yes,2022,3.02,48648.86,True
4891,Female,White,33,,,,,Sales,No,2021,3.11,56344.37,False
4892,Male,Prefer not to say,25,,,,,Operations,No,2021,4.25,57525.16,False
4893,Male,White,37,,,,,Operations,No,2023,4.07,64486.15,False
4894,Female,White,39,,,,,HR,Yes,2020,3.48,58663.84,False
4895,Male,Asian,37,,,,,Finance,Yes,2022,3.06,33176.58,False
4896,Male,White,35,,,,,Finance,No,2021,2.42,87804.17,False
4897,Male,Middle Eastern,47,,,,,RD,No,2020,4.64,50249.35,False
4898,Non-binary/non-conforming,White,32,,,,,HR,No,2020,3.97,50714.02,False
4899,Male,White,53,,,,,Sales,Yes,2021,2.93,60071.7,True
4900,Male,White,34,,,,,Sales,No,2022,4.08,63374.98,False
4901,Female,Asian,33,,,,,Operations,No,2023,3.44,71940.53,False
4902,Male,White,31,,,,,HR,No,2020,3.27,69041.35,False
4903,Female,White,36,,,,,Operations,No,2023,3.85,67617.22,False
4904,Male,White,38,,,,,HR,No,2022,2.91,69118.04,False
4905,Female,Asian,31,,,,,Operations,No,2022,3.22,56694.75,False
4906,Male,White,39,,,,,Finance,No,2023,3.6,69645.94,False
4907,Female,White,39,,,,,Sales,Yes,2022,3.1,33128.27,False
4908,Male,White,28,,,,,IT,No,2020,4.04,61251.22,False
4909,Male,White,57,,,,,Operations,Yes,2023,5.0,82433.92,False
4910,Male,White,28,,,,,RD,No,2022,2.9,124134.97,False
4911,Female,Asian,48,,,,,HR,No,2023,2.17,38862.48,True
4912,Male,White,62,,,,,HR,Yes,2020,1.9,71346.2,False
4913,Female,Black,31,,,,,IT,No,2022,3.38,46727.6,False
4914,Female,Asian,39,,,,,IT,No,2020,2.97,79251.84,False
4915,Male,White,35,,,,,Sales,No,2022,3.67,44693.26,False
4916,Male,White,57,,,,,Sales,No,2021,3.61,74374.09,True
4917,Male,White,29,,,,,Finance,No,2022,2.22,43891.83,True
4918,Female,Asian,30,,,,,Sales,Yes,2023,2.05,49863.4,True
4919,Male,Black,40,,,,,IT,No,2022,3.74,58036.77,True
4920,Female,White,31,,,,,IT,No,2020,3.61,74561.75,True
4921,Male,White,44,,,,,Sales,Yes,2020,3.16,48842.5,False
4922,Male,Asian,46,,,,,Sales,No,2022,2.17,67455.67,False
4923,Male,White,37,,,,,Finance,No,2023,3.88,65281.67,True
4924,Female,White,43,,,,,Sales,No,2021,4.52,63564.55,False
4925,Male,White,25,,,,,IT,No,2023,3.72,79374.99,False
4926,Male,White,27,,,,,IT,No,2021,2.82,45761.65,False
4927,Male,Asian,37,,,,,Operations,No,2020,3.54,69443.03,False
4928,Female,White,27,,,,,RD,No,2023,2.41,51949.11,True
4929,Male,Asian,63,,,,,IT,No,2021,4.35,73294.29,False
4930,Male,White,38,,,,,Marketing,No,2022,3.57,70018.36,True
4931,Male,Middle Eastern,56,,,,,Finance,No,2020,2.09,61857.07,False
4932,Male,White,28,,,,,Sales,No,2022,3.26,56149.61,False
4933,Female,White,57,,,,,HR,No,2020,3.87,71161.47,False
4934,Male,Asian,35,,,,,IT,No,2023,3.23,75522.85,False
4935,Male,White,32,,,,,IT,No,2023,3.28,57007.23,False
4936,Non-binary/non-conforming,White,64,,,,,Operations,No,2020,2.52,48004.9,False
4937,Male,White,62,,,,,Operations,No,2020,3.95,75413.17,False
4938,Male,White,45,,,,,HR,No,2020,2.98,43272.04,False
4939,Female,White,26,,,,,Finance,No,2023,1.77,41783.93,False
4940,Male,White,30,,,,,Marketing,No,2021,3.2,49059.5,True
4941,Male,White,41,,,,,Sales,No,2022,4.28,58768.24,False
4942,Male,Middle Eastern,62,,,,,IT,No,2022,3.19,44955.02,False
4943,Male,White,38,,,,,Sales,No,2023,4.89,35918.0,False
4944,Prefer not to say,White,32,,,,,IT,No,2022,3.84,47968.34,True
4945,Female,White,41,,,,,Sales,No,2020,3.77,68666.15,False
4946,Male,White,29,,,,,Operations,No,2021,3.4,45926.84,False
4947,Male,Prefer not to say,33,,,,,IT,No,2022,3.45,59895.95,False
4948,Male,Latin,36,,,,,IT,No,2021,3.29,94200.48,False
4949,Female,White,29,,,,,Sales,No,2020,3.26,59121.4,False
4950,Male,White,50,,,,,Marketing,No,2022,3.92,70137.96,False
